flow_duration,fwd_num_pkts,bwd_num_pkts,fwd_sum_pkt_len,bwd_sum_pkt_len,fwd_min_pkt_len,fwd_mean_pkt_len,fwd_std_pkt_len,fwd_max_pkt_len,bwd_min_pkt_len,bwd_mean_pkt_len,bwd_std_pkt_len,bwd_max_pkt_len,fwd_min_iat,fwd_mean_iat,fwd_std_iat,fwd_max_iat,bwd_min_iat,bwd_mean_iat,bwd_std_iat,bwd_max_iat,fwd_num_syn_flags,fwd_num_ack_flags,fwd_num_fin_flags,fwd_num_rst_flags,fwd_num_psh_flags,fwd_num_urg_flags,bwd_num_syn_flags,bwd_num_ack_flags,bwd_num_fin_flags,bwd_num_rst_flags,bwd_num_psh_flags,bwd_num_urg_flags,is_vpn
540,12,8,3190,3389,54,265.8333333333333,401.6783193330482,1454,66,423.625,831.4622567350848,2610,0,49.18181818181818,50.7611486756952,139,0,64.85714285714286,75.41585390624549,189,1,9,1,2,3,0,1,8,1,0,3,0,False
629,12,8,2847,3388,54,237.25,432.1911469477365,1612,66,423.5,831.1335632736774,2609,0,57.18181818181818,63.416112351555604,154,0,68.42857142857143,72.61022584980151,158,1,8,1,3,4,0,1,8,1,0,3,0,False
969,9,7,3038,3321,54,337.55555555555554,578.0711434707498,1895,66,474.42857142857144,876.3505262724266,2608,0,121.25,113.7153793468588,240,0,123.33333333333333,123.51338209099269,260,1,6,1,2,3,0,1,7,1,0,3,0,False
780,11,8,3142,3387,54,285.6363636363636,362.5606589316589,1090,66,423.375,830.8048714198779,2608,0,78.0,87.76787567213871,189,0,85.0,98.39134689014651,220,1,8,1,2,4,0,1,8,1,0,3,0,False
852,11,7,3171,3321,66,288.27272727272725,524.1172823136391,1863,66,474.42857142857144,876.3505262724266,2608,0,85.2,86.69925028510916,190,0,110.33333333333333,111.3263470861932,248,1,10,1,0,3,0,1,7,1,0,3,0,False
4115,10,6,3089,3111,54,308.9,573.3111633310483,1964,66,518.5,875.9501032212585,2464,0,457.22222222222223,674.1013405148743,1711,0,817.0,758.8222453249509,1742,1,7,1,2,3,0,1,6,1,0,3,0,True
570,9,8,3064,3389,54,340.44444444444446,434.884431930832,1408,66,423.625,831.4622567350848,2610,5,71.375,63.21775363772427,139,0,63.0,69.13961031337763,148,1,7,1,1,3,0,1,8,1,0,3,0,True
501,8,7,2807,3243,54,350.875,598.4670913049439,1883,54,463.2857142857143,876.7861303461335,2598,1,71.57142857142857,59.22079061289478,130,0,63.666666666666664,63.40785089841443,131,1,7,1,1,3,0,1,7,1,0,3,0,True
286,11,7,3138,3322,54,285.27272727272725,524.5136432767704,1863,66,474.57142857142856,876.6983284937148,2609,0,28.7,22.904366395951666,54,0,39.0,39.56008088970496,96,1,8,1,2,3,0,1,7,1,0,3,0,False
327,9,7,2683,3323,66,298.1111111111111,490.2385914462568,1612,66,474.7142857142857,877.0461324054436,2610,0,40.875,24.132123300696108,65,0,54.5,46.270040703101465,114,1,8,1,0,3,0,1,7,1,0,3,0,True
425,11,8,3213,3389,54,292.09090909090907,422.0431805881855,1474,66,423.625,831.4622567350848,2610,0,42.5,47.546293230913385,159,0,53.142857142857146,67.78838621860274,174,1,9,1,1,3,0,1,8,1,0,3,0,False
523,13,7,3164,3241,54,243.3846153846154,495.63208104733656,1883,54,463.0,876.0905041310352,2596,0,43.583333333333336,48.60976982276528,118,0,68.0,67.72985555376103,149,1,10,1,2,3,0,1,7,1,0,3,0,False
2488,9,6,3016,3256,54,335.1111111111111,576.257551301585,1863,66,542.6666666666666,929.64575093001,2609,0,311.0,696.2682672648524,2150,0,487.8,858.4123484666329,2199,1,6,1,2,2,0,1,6,1,0,3,0,True
217,11,8,3880,3795,54,352.72727272727275,568.0579501342656,2015,66,474.375,820.0763588684897,2609,0,21.8,21.018087448671444,44,0,25.142857142857142,21.780912819836228,45,1,9,1,1,4,0,1,8,1,0,4,0,True
411,10,7,3130,3321,54,313.0,555.9899279663257,1895,66,474.42857142857144,876.3505262724266,2608,0,45.666666666666664,35.480824241960455,91,0,59.166666666666664,59.17323907157882,120,1,7,1,2,3,0,1,7,1,0,3,0,True
895,11,8,3118,3389,54,283.45454545454544,414.3133121939929,1454,66,423.625,831.4622567350848,2610,0,89.5,107.11885921722654,247,0,103.28571428571429,120.07463665298738,258,1,8,1,2,3,0,1,8,1,0,3,0,False
48635,16,13,3511,3718,54,219.4375,342.2024197660648,1336,66,286.0,662.4264255226909,2566,0,3242.3333333333335,6082.195268888437,15585,0,4030.4166666666665,6511.818965777193,15586,1,13,1,2,3,0,1,13,1,0,4,0,False
809,12,10,1841,3545,54,153.41666666666666,172.60864131194464,583,66,354.5,756.4235916469025,2610,0,73.54545454545455,67.533646343358,160,0,76.11111111111111,84.06273377589228,207,1,10,2,1,5,0,1,10,1,0,3,0,False
1051,9,8,2813,3296,54,312.55555555555554,443.1235371042735,1474,54,412.0,830.9243347020233,2597,0,131.375,130.38015330179667,264,0,113.0,130.4859050954218,266,1,8,1,1,3,0,1,8,1,0,3,0,False
415,11,9,3139,3455,66,285.3636363636364,381.7381950850306,1294,66,383.8888888888889,791.9259848193509,2610,0,41.5,20.529247428973132,80,0,47.125,48.297094891929056,146,1,10,1,0,4,0,1,9,1,0,3,0,True
509,10,7,3093,3322,54,309.3,545.2834217175506,1863,66,474.57142857142856,876.6983284937147,2609,1,56.666666666666664,41.17442571953291,105,0,69.66666666666667,72.59170445412862,181,1,8,1,1,3,0,1,7,1,0,3,0,False
850,12,8,3227,3388,54,268.9166666666667,406.0335491748871,1474,66,423.5,831.1335632736774,2609,0,77.27272727272727,89.92228049224296,198,0,93.28571428571429,107.89507374655949,249,1,9,1,2,3,0,1,8,1,0,3,0,False
967,11,7,3121,3321,54,283.72727272727275,523.5108909015762,1863,66,474.42857142857144,876.3505262724266,2608,0,96.7,95.97088100043679,202,0,129.83333333333334,145.0682789432464,392,1,8,1,2,3,0,1,7,1,0,3,0,False
210,9,7,2656,3321,66,295.1111111111111,489.0563349609451,1612,66,474.42857142857144,876.3505262724266,2608,0,26.375,28.67898838871413,84,1,35.166666666666664,39.31249447977351,100,1,8,1,0,3,0,1,7,1,0,3,0,True
1366,10,8,3083,3389,54,308.3,545.9531206981054,1863,66,423.625,831.4622567350848,2610,0,151.77777777777777,332.07454911938,1086,0,191.28571428571428,382.19842052664376,1114,1,7,1,2,3,0,1,8,1,0,3,0,True
871,9,6,3086,1014,54,342.8888888888889,619.6732910609596,2003,54,169.0,152.07235120165663,423,0,108.875,89.61366734488662,197,1,135.2,111.64479387772634,262,1,8,1,0,2,0,1,6,1,0,3,0,False
503,11,10,2782,3531,54,252.9090909090909,387.89254710444425,1414,66,353.1,756.2743483683684,2608,0,50.4,58.10542143380427,147,0,39.77777777777778,55.6372732333236,124,1,9,1,1,4,0,1,10,1,0,3,0,False
698,12,9,3206,3454,54,267.1666666666667,375.02418440533785,1304,66,383.77777777777777,767.9760959500088,2542,0,63.45454545454545,82.26936206075928,176,0,65.375,84.14561411624494,175,1,9,1,2,4,0,1,9,1,0,4,0,False
31,12,9,3934,2775,54,327.8333333333333,418.055983757625,1474,66,308.3333333333333,452.38061654122873,1523,0,2.909090909090909,2.151301739308951,6,0,3.5,3.2015621187164243,8,1,10,1,1,4,0,1,9,1,0,4,0,False
985,12,8,3235,3399,54,269.5833333333333,402.95522049257806,1454,66,424.875,830.1688740099812,2608,0,89.63636363636364,107.64780344613104,264,0,112.0,130.1394856078881,291,1,9,1,2,3,0,1,8,1,0,3,0,False
1235,11,7,3145,3322,54,285.90909090909093,524.9392093887815,1863,66,474.57142857142856,876.6983284937147,2609,0,123.6,125.52067558772937,348,1,174.33333333333334,191.28832223170923,484,1,8,1,2,3,0,1,7,1,0,3,0,True
334,11,10,2816,3519,54,256.0,355.38762448397614,1274,66,351.9,715.3606712700943,2482,0,33.5,35.37583921266038,114,0,31.22222222222222,44.541560561838764,115,1,9,1,1,4,0,1,10,1,0,4,0,False
362,15,11,3170,3597,54,211.33333333333334,355.4900217383823,1474,66,327.0,725.7874720229432,2608,0,25.857142857142858,27.131576603278912,77,0,29.2,30.039307581900083,88,1,11,1,3,5,0,1,11,1,0,3,0,False
1293,12,8,2856,3388,66,238.0,429.91549557248266,1612,66,423.5,831.1335632736774,2609,0,117.63636363636364,268.379742064138,960,0,184.85714285714286,346.7363875467638,1025,1,11,1,0,4,0,1,8,1,0,3,0,True
924,10,7,3075,3321,54,307.5,544.2373103711285,1863,66,474.42857142857144,876.3505262724266,2608,0,102.66666666666667,105.90352003382868,226,0,117.66666666666667,117.90768517031545,250,1,7,1,2,3,0,1,7,1,0,3,0,False
239,11,8,3180,3388,54,289.09090909090907,367.6105781803384,1090,66,423.5,831.1335632736774,2609,0,24.0,25.71380951940027,57,0,26.428571428571427,30.63544698947443,72,1,8,1,2,3,0,1,8,1,0,3,0,False
512,10,7,3021,3321,54,302.1,527.8924985259783,1799,66,474.42857142857144,876.3505262724266,2608,0,57.0,51.699989254243455,120,0,67.33333333333333,67.7929855434092,154,1,7,1,2,3,0,1,7,1,0,3,0,False
458,10,8,3528,1621,54,352.8,563.2267394220555,1951,66,202.625,171.15193359994504,473,0,51.0,45.61919673899477,93,0,52.57142857142857,45.251226164467134,94,1,7,1,2,4,0,1,8,1,0,4,0,True
906,10,7,3057,3323,54,305.7,537.2306860185855,1831,66,474.7142857142857,877.0461324054436,2610,0,100.66666666666667,104.52113024009387,237,0,111.5,111.60010453997494,242,1,7,1,2,3,0,1,7,1,0,3,0,False
343,10,7,3111,3322,54,311.1,554.8355522134465,1895,66,474.57142857142856,876.6983284937147,2609,1,38.22222222222222,39.020728900811385,98,0,40.833333333333336,41.678998175206765,99,1,7,1,2,3,0,1,7,1,0,3,0,False
1229,11,8,3084,3387,54,280.3636363636364,408.60700673191246,1434,66,423.375,830.8048714198779,2608,0,122.9,148.08744038573968,345,0,126.28571428571429,145.24630734004347,295,1,8,1,2,3,0,1,8,1,0,3,0,False
688,9,7,3006,3322,54,334.0,568.4999755692363,1863,66,474.57142857142856,876.6983284937148,2609,0,86.0,80.80686851994699,249,0,92.0,97.92173745735248,249,1,6,1,2,3,0,1,7,1,0,3,0,False
532,9,8,3017,3388,54,335.22222222222223,438.15263139123306,1434,66,423.5,831.1335632736774,2609,0,66.625,58.094615714367194,131,0,58.714285714285715,67.61596237092938,152,1,7,1,1,3,0,1,8,1,0,3,0,False
2203,11,7,3711,3729,54,337.3636363636364,541.3925265171242,1895,66,532.7142857142857,861.0299006398782,2609,0,220.4,188.72477314862508,728,1,332.5,320.85913316178693,937,1,8,1,2,3,0,1,7,1,0,4,0,True
336,13,9,3188,3350,54,245.23076923076923,364.3415882100316,1274,54,372.22222222222223,755.3340361540976,2494,0,28.083333333333332,25.863289083606947,70,0,33.625,44.586818399612234,124,1,11,1,1,3,0,1,9,1,0,4,0,False
775,10,8,3627,3400,54,362.7,539.0011224478109,1831,66,425.0,830.4975918086699,2609,0,86.11111111111111,86.45415540998779,289,0,94.14285714285714,136.00675253344548,402,1,7,1,2,4,0,1,8,1,0,3,0,False
4798,12,8,4243,4202,54,353.5833333333333,512.8333807279796,1863,66,525.25,805.6618009437955,2609,142,436.27272727272725,624.5401349515412,2376,0,665.2857142857143,791.9844360457948,2519,1,10,1,1,4,0,1,8,1,0,5,0,True
1189,10,8,3163,3388,54,316.3,427.1697671886436,1424,66,423.5,831.1335632736774,2609,0,132.22222222222223,128.2608260778514,330,0,122.85714285714286,142.8109925455206,341,1,7,1,2,3,0,1,8,1,0,3,0,False
1497,11,10,2816,3531,54,256.0,399.1600271479188,1448,66,353.1,756.2743483683684,2608,0,149.8,181.87677146903613,601,0,142.22222222222223,250.81678916770122,792,1,9,1,1,4,0,1,10,1,0,3,0,False
623,11,8,3184,3388,54,289.45454545454544,526.1999902623204,1863,66,423.5,831.1335632736774,2609,0,62.4,77.71254724946287,282,0,82.42857142857143,125.65355676036636,379,1,8,1,2,3,0,1,8,1,0,3,0,False
1110,11,8,3170,3388,54,288.1818181818182,416.0364534250723,1454,66,423.5,831.1335632736774,2609,0,111.1,115.5737426927068,256,0,123.57142857142857,143.75162820728292,326,1,8,1,2,3,0,1,8,1,0,3,0,False
519,12,9,3252,3454,54,271.0,409.6769052151545,1474,66,383.77777777777777,791.6136512463047,2609,0,47.27272727272727,74.88911913815822,256,0,54.125,60.065459084235755,173,1,8,1,3,3,0,1,9,2,0,3,0,True
873,14,9,2987,3454,54,213.35714285714286,368.14042490465454,1474,66,383.77777777777777,791.6136512463047,2609,0,67.23076923076923,99.3634771518991,217,0,82.25,105.67846280108355,222,1,10,1,3,4,0,1,9,1,0,3,0,False
748,11,8,3204,3387,66,291.27272727272725,532.9253897820784,1895,66,423.375,830.8048714198779,2608,0,74.8,112.80496442976258,367,0,103.0,155.9514576490298,436,1,10,1,0,3,0,1,8,1,0,3,0,True
2314,11,8,3075,3388,54,279.54545454545456,417.0832407950074,1474,66,423.5,831.1335632736774,2609,0,231.4,603.9669196239145,2042,0,324.85714285714283,718.2809694126722,2080,1,8,1,2,3,0,1,8,1,0,3,0,True
1003,10,8,3151,3387,54,315.1,423.02823782816205,1414,66,423.375,830.8048714198779,2608,0,111.44444444444444,119.25519891868782,252,0,107.42857142857143,123.24871154685222,255,1,8,1,1,3,0,1,8,1,0,3,0,False
256,10,8,3053,3388,54,305.3,428.587925634869,1454,66,423.5,831.1335632736774,2609,0,28.555555555555557,23.64135318138354,57,0,28.714285714285715,33.25964644479332,75,1,7,1,2,3,0,1,8,1,0,3,0,False
517,11,8,3222,3389,54,292.90909090909093,412.27847044210614,1414,66,423.625,831.4622567350848,2610,0,51.7,56.51026455432676,123,0,56.714285714285715,63.04128870536081,135,1,8,1,2,3,0,1,8,1,0,3,0,False
903,14,9,3021,3454,54,215.78571428571428,366.43303394665026,1454,66,383.77777777777777,791.6136512463047,2609,0,69.53846153846153,96.07338171708234,220,0,86.25,107.5648060473313,233,1,10,1,3,4,0,1,9,1,0,3,0,False
378,11,9,2809,3454,66,255.36363636363637,443.9611516025151,1609,66,383.77777777777777,791.6136512463047,2609,0,37.8,70.57733347187323,235,0,47.375,83.09773989104637,250,1,10,1,0,5,0,1,9,1,0,3,0,True
2302,16,10,4322,4335,66,270.125,402.7481959922353,1606,66,433.5,743.9446551995652,2610,0,153.53333333333333,146.1382298449732,546,0,237.88888888888889,247.3384745397576,708,1,15,1,0,6,0,1,10,1,0,5,0,True
499,10,6,3166,3255,66,316.6,562.5710977289892,1895,66,542.5,929.2753000770726,2608,0,55.55555555555556,59.56343231493466,165,0,91.2,94.78691892872139,209,1,9,1,0,2,0,1,6,1,0,3,0,True
163,11,7,3116,3322,54,283.27272727272725,516.396621865771,1831,66,474.57142857142856,876.6983284937147,2609,0,16.3,17.832834883999798,40,0,20.833333333333332,20.325818283377643,46,1,8,1,2,3,0,1,7,1,0,3,0,False
2139,14,9,2959,3478,54,211.35714285714286,312.2292214618835,1254,66,386.44444444444446,790.558186924644,2609,0,164.6153846153846,431.50051937958557,1651,0,256.25,529.3034928091822,1651,1,11,1,2,4,0,1,9,1,0,3,0,True
2076,10,7,2997,3321,54,299.7,435.558962713431,1474,66,474.42857142857144,876.3505262724266,2608,0,230.66666666666666,304.1991306876322,1022,0,303.0,452.7526918749352,1279,1,7,1,2,2,0,1,7,1,0,3,0,True
820,11,8,3143,3387,54,285.72727272727275,414.9891763997292,1454,66,423.375,830.8048714198779,2608,0,82.0,95.94686029255986,208,0,87.85714285714286,100.77333628555944,217,1,8,1,2,3,0,1,8,1,0,3,0,False
513,13,9,3643,3860,54,280.2307692307692,389.9108682854334,1434,66,428.8888888888889,783.4455869135528,2608,0,42.833333333333336,45.62680742234279,100,0,52.5,52.65690837867335,114,1,11,1,1,5,0,1,9,1,0,4,0,False
330,11,7,2792,3322,54,253.8181818181818,447.6528318365022,1612,66,474.57142857142856,876.6983284937147,2609,0,33.1,39.737765412765725,90,1,42.5,41.80011961705373,89,1,8,1,2,4,0,1,7,1,0,3,0,True
594,12,8,3274,3388,54,272.8333333333333,409.9611431451631,1474,66,423.5,831.1335632736774,2609,0,54.0,111.30465970806107,400,0,78.42857142857143,154.67925998461382,454,1,9,1,2,3,0,1,8,1,0,3,0,False
998,10,8,3043,3387,54,304.3,425.4564725092333,1444,66,423.375,830.8048714198779,2608,0,110.88888888888889,115.47048150399925,243,0,108.71428571428571,125.38365612985527,265,1,7,1,2,3,0,1,8,1,0,3,0,False
1004,12,8,2972,3388,66,247.66666666666666,435.53020050916746,1606,66,423.5,831.1335632736774,2609,0,91.27272727272727,68.69311320396604,163,0,120.28571428571429,138.27892545319332,304,1,11,1,0,4,0,1,8,1,0,3,0,True
288,10,7,1805,3322,54,180.5,218.4111947680338,646,66,474.57142857142856,876.6983284937147,2609,0,32.0,31.47485769096767,69,0,37.166666666666664,36.997372279062674,80,1,7,1,2,3,0,1,7,1,0,3,0,False
922,12,8,3228,3388,54,269.0,407.5338431754268,1474,66,423.5,831.1335632736774,2609,0,83.9090909090909,102.16159618730117,251,0,95.57142857142857,111.98068346544306,263,1,9,1,2,3,0,1,8,1,0,3,0,False
681,11,8,3119,3389,54,283.54545454545456,418.8919070023508,1474,66,423.625,831.4622567350848,2610,0,68.2,78.7982233302249,194,0,77.0,91.23595782365635,221,1,8,1,2,4,0,1,8,1,0,3,0,False
191,13,10,3254,3544,66,250.30769230769232,342.744664911715,1167,66,354.4,756.1444570979806,2609,0,15.916666666666666,28.042997739582376,79,0,21.22222222222222,34.78114999625125,87,1,12,1,0,5,0,1,10,1,0,4,0,True
1978,10,7,2923,3321,54,292.3,530.0996227125614,1831,66,474.42857142857144,876.3505262724266,2608,0,219.77777777777777,351.4834523614883,1198,0,307.8333333333333,472.96984282533515,1329,1,7,1,2,3,0,1,7,1,0,3,0,True
511,11,7,3112,3323,54,282.90909090909093,516.1445277765899,1831,66,474.7142857142857,877.0461324054436,2610,0,51.1,50.83591250287537,128,0,65.16666666666667,64.93950176039918,142,1,8,1,2,3,0,1,7,1,0,3,0,False
641,10,8,3624,3794,54,362.4,590.5414803381723,2047,66,474.25,819.750991155241,2608,0,71.22222222222223,63.917964398434236,156,0,74.42857142857143,65.16540962999386,156,1,7,1,2,4,0,1,8,1,0,4,0,True
165,10,8,1697,3388,54,169.7,187.43961694369736,583,66,423.5,831.1335632736774,2609,1,18.444444444444443,17.19244737998579,49,0,20.142857142857142,22.29303908929275,50,1,8,1,1,4,0,1,8,1,0,3,0,False
401,11,8,3177,3389,54,288.8181818181818,405.15963591961184,1396,66,423.625,831.4622567350848,2610,0,40.2,46.83972672849405,102,0,43.714285714285715,49.93628593579246,105,1,8,1,2,3,0,1,8,1,0,3,0,False
392,11,8,3106,4521,54,282.3636363636364,507.8926645243914,1799,66,565.125,854.1500801235109,2608,0,39.3,55.14716674499244,153,0,37.57142857142857,36.59764685197726,104,1,8,1,2,3,0,1,8,1,0,4,0,False
1177,11,8,2812,3388,66,255.63636363636363,446.84820947839734,1612,66,423.5,831.1335632736774,2609,0,117.7,281.75594048750776,959,0,168.14285714285714,344.2417873577601,1007,1,10,1,0,4,0,1,8,1,0,3,0,True
320,13,10,3831,3556,54,294.6923076923077,402.6125040313165,1474,66,355.6,755.6761475658736,2609,0,26.75,35.06927667726648,119,0,30.77777777777778,54.99450028619585,178,1,10,1,2,4,0,1,10,1,0,3,0,False
62,13,10,3667,3939,54,282.0769230769231,437.40536761830185,1609,66,393.9,750.954252934225,2609,0,5.25,5.182100603680584,12,0,5.777777777777778,6.142344427149001,15,1,10,1,2,5,0,1,10,1,0,4,0,False
399,10,8,3030,3388,54,303.0,433.3322051267364,1474,66,423.5,831.1335632736774,2609,0,44.44444444444444,46.116063991029115,105,0,44.57142857142857,50.34412192346687,104,1,7,1,2,3,0,1,8,1,0,3,0,True
838,10,7,3124,3321,54,312.4,555.6193301173025,1895,66,474.42857142857144,876.3505262724266,2608,0,93.11111111111111,102.77855855559287,210,0,104.66666666666667,104.01388796160293,212,1,7,1,2,3,0,1,7,1,0,3,0,False
313,11,8,3115,3388,54,283.1818181818182,418.57872468668376,1474,66,423.5,831.1335632736774,2609,0,31.3,33.755147755564636,77,0,35.42857142857143,40.959412463898396,88,1,8,1,2,4,0,1,8,1,0,3,0,False
173,12,11,1713,3457,54,142.75,172.70838862081945,571,54,314.27272727272725,726.0445880258684,2596,0,15.727272727272727,20.780633068888967,65,0,17.3,28.103558493543126,80,1,11,1,0,5,0,1,7,1,4,3,0,True
164,11,9,3098,3455,54,281.6363636363636,415.3518273655092,1474,66,383.8888888888889,791.9259848193509,2610,0,16.5,19.93113142799475,56,0,18.5,22.91833327273168,61,1,8,1,2,3,0,1,9,1,0,3,0,False
1014,11,7,3179,3323,54,289.0,533.8067406502436,1895,66,474.7142857142857,877.0461324054436,2610,0,101.5,100.4810927488351,267,0,139.33333333333334,164.25860369821999,454,1,8,1,2,3,0,1,7,1,0,3,0,False
665,12,8,3177,3389,54,264.75,404.7771248889114,1466,66,423.625,831.4622567350848,2610,0,60.54545454545455,63.92518871357452,135,0,75.85714285714286,92.97530942817725,247,1,9,1,2,3,0,1,8,1,0,3,0,False
198,9,8,3149,1214,54,349.8888888888889,402.6408502884272,1090,66,151.75,141.06802437122312,435,0,24.875,24.62944122386864,50,0,21.285714285714285,24.580563086159216,50,1,7,1,1,4,0,1,8,1,0,3,0,False
400,10,7,3058,3322,54,305.8,537.2948538744812,1831,66,474.57142857142856,876.6983284937147,2609,1,44.55555555555556,43.011913365462185,100,0,50.833333333333336,53.039031749164586,133,1,7,1,2,3,0,1,7,1,0,3,0,False
1100,11,9,3173,3454,54,288.45454545454544,382.24536708919965,1254,66,383.77777777777777,733.8093572853279,2442,0,110.1,117.6073552121635,264,0,107.375,138.10859631101897,311,1,8,1,2,3,0,1,9,1,0,4,0,False
605,10,7,3086,3321,54,308.6,546.1382975034804,1863,66,474.42857142857144,876.3505262724266,2608,0,67.22222222222223,70.41587222869852,186,0,69.83333333333333,68.64502086013879,144,1,7,1,2,3,0,1,7,1,0,3,0,True
2131,11,9,1756,3454,66,159.63636363636363,178.2410383963105,583,66,383.77777777777777,791.6136512463047,2609,39,213.2,267.39214648152995,954,0,266.5,326.8352031223075,1047,1,10,1,0,4,0,1,9,1,0,3,0,True
244,10,7,2738,3323,54,273.8,464.8014199634076,1612,66,474.7142857142857,877.0461324054436,2610,0,27.22222222222222,25.883404283129963,64,0,30.333333333333332,31.642095730564723,82,1,8,1,1,4,0,1,7,1,0,3,0,False
842,11,7,3205,3321,66,291.3636363636364,532.9854633404473,1895,66,474.42857142857144,876.3505262724266,2608,0,84.3,137.83036675566092,479,0,131.83333333333334,195.8804198711267,542,1,10,1,0,3,0,1,7,1,0,3,0,False
987,12,9,3258,3454,54,271.5,408.68804321470753,1474,66,383.77777777777777,791.6136512463047,2609,0,89.81818181818181,95.8614702975252,232,0,98.75,131.16664019483002,342,1,9,1,2,3,0,1,9,1,0,3,0,False
1151,11,9,3148,3466,54,286.1818181818182,415.377335176719,1454,66,385.1111111111111,791.0872187403364,2609,1,115.2,100.08975971596695,240,0,116.875,118.26499640637546,289,1,8,1,2,3,0,1,9,1,0,3,0,False
1045,11,9,3838,3860,54,348.90909090909093,566.2053040028782,2015,66,428.8888888888889,783.4455869135528,2608,0,104.5,103.47197688263233,232,0,101.75,101.01082862742985,205,1,9,1,1,4,0,1,9,1,0,4,0,False
